x,y
1207.811279296875,437.7278137207031
,
,
,
,
,
,
,
,
1193.199462890625,400.25299072265625
1193.255126953125,400.7783203125
1193.192626953125,400.7721862792969
1192.811279296875,400.7767639160156
,
,
,
,
,
,
1140.389404296875,367.4103698730469
1141.0848388671875,371.98260498046875
1140.46826171875,382.4733581542969
1141.5390625,387.5246887207031
1141.190185546875,391.4664001464844
1141.192626953125,391.47265625
1142.816650390625,395.7518005371094
1143.8658447265625,399.411376953125
1145.15673828125,401.93310546875
1144.61279296875,404.9951477050781
1145.239501953125,407.6861572265625
1145.1446533203125,407.898193359375
1145.316162109375,410.4814453125
1146.97998046875,414.04302978515625
1147.03515625,418.0361022949219
1147.035888671875,417.966064453125
1146.76611328125,418.8722839355469
1147.7802734375,420.39605712890625
1148.008544921875,421.9792785644531
1147.82763671875,420.52825927734375
1147.831298828125,420.5768737792969
1148.297119140625,423.1468505859375
1147.3079833984375,425.603759765625
1149.16064453125,420.2242126464844
1148.8603515625,422.6525573730469
1149.273681640625,431.6521911621094
1149.2734375,431.6572570800781
1149.988525390625,434.30841064453125
1148.35498046875,437.90899658203125
1149.3885498046875,440.1141357421875
1149.38427734375,440.11993408203125
1154.419921875,443.84710693359375
1154.150146484375,444.1207580566406
1153.926025390625,446.7195739746094
1150.7537841796875,448.84991455078125
1151.797119140625,447.6387939453125
1151.796142578125,447.6202697753906
1151.8115234375,450.7848815917969
1153.492919921875,455.8255310058594
1153.5545654296875,456.3468933105469
1153.557861328125,456.20928955078125
1151.4371337890625,460.1289367675781
1155.918701171875,466.8082580566406
1155.435302734375,469.1454162597656
1154.978271484375,469.39208984375
1154.4569091796875,472.4034118652344
1154.462890625,472.4070739746094
1154.386474609375,471.3516845703125
,
1154.880615234375,479.35211181640625
1155.625732421875,481.7460021972656
1155.624755859375,481.7449951171875
1155.9398193359375,484.1699523925781
1156.2919921875,487.9623718261719
1156.25927734375,491.6485290527344
1156.25927734375,491.6677551269531
1155.5906982421875,492.4815673828125
1157.37451171875,495.3833312988281
1157.482421875,497.5333557128906
1156.8330078125,502.97113037109375
1156.80419921875,503.2164001464844
1156.77197265625,506.4990234375
1159.14111328125,509.9828796386719
1158.87353515625,512.8193359375
1158.630859375,516.7361450195312
1158.651611328125,516.7105102539062
1160.999755859375,518.78564453125
1161.591552734375,526.4502563476562
1163.892333984375,531.287353515625
1163.436767578125,534.4314575195312
1163.4434814453125,534.4302978515625
1163.335693359375,538.3329467773438
1165.1087646484375,539.2185668945312
1164.564697265625,540.1338500976562
1163.9825439453125,551.2224731445312
1163.98291015625,551.2203979492188
1165.1170654296875,553.9222412109375
1166.251220703125,556.375
1166.08740234375,561.231689453125
1167.692138671875,566.0383911132812
1167.699462890625,566.0126953125
1167.699462890625,572.4508666992188
1170.044189453125,569.8897094726562
1169.3687744140625,576.9273071289062
1171.476318359375,581.36962890625
1171.494384765625,581.35400390625
1173.0322265625,584.2826538085938
1178.2646484375,586.211669921875
1178.4365234375,589.2785034179688
1178.60595703125,597.6846923828125
1178.6083984375,597.6751708984375
1180.29248046875,604.672119140625
1184.464111328125,613.0426025390625
1185.1942138671875,614.0416870117188
1188.099853515625,624.510498046875
1188.10107421875,624.509033203125
1189.424072265625,630.6984252929688
1193.7135009765625,634.23876953125
1194.46142578125,639.8490600585938
1198.608154296875,649.0465698242188
1198.6044921875,649.0570678710938
1202.1424560546875,650.3750610351562
1203.839599609375,658.5553588867188
1206.465576171875,657.4642944335938
1208.646728515625,663.2539672851562
1208.6519775390625,663.2503662109375
1210.619873046875,667.1624755859375
,
,
,
,
,
,
,
,
1217.446044921875,679.216064453125
,
1217.36767578125,678.9849853515625
1217.267578125,679.09033203125
1217.13916015625,679.085205078125
1217.10302734375,679.0988159179688
1217.0526123046875,679.1903076171875
,
,
1216.924560546875,679.306884765625
1216.953857421875,679.348388671875
1216.9351806640625,679.0084228515625
1216.94580078125,678.9700927734375
1216.9588623046875,678.9749755859375
1216.918212890625,678.9278564453125
1216.89990234375,678.9277954101562
1216.879638671875,678.8558959960938
1216.846923828125,678.7816772460938
1216.9189453125,678.7344970703125
1216.8538818359375,678.6903686523438
1216.953125,678.8392333984375
1216.9630126953125,678.841552734375
1216.9630126953125,678.813720703125
1216.909423828125,678.757568359375
1216.9610595703125,678.8023071289062
1216.9571533203125,678.8151245117188
1216.962890625,678.833740234375
1216.958984375,678.8500366210938
1216.935302734375,678.7926635742188
1216.931640625,678.785400390625
1216.95654296875,678.7758178710938
1216.95654296875,678.7837524414062
1216.893310546875,679.1016235351562
1216.89208984375,679.1002197265625
1216.917724609375,679.1006469726562
1216.919677734375,678.9943237304688
1216.904296875,679.0519409179688
1216.898681640625,679.049072265625
1216.894287109375,679.0463256835938
1216.902099609375,679.0615234375
1216.930419921875,678.9774169921875
1216.931396484375,678.966796875
1216.93798828125,678.9673461914062
1216.934326171875,678.9600219726562
1216.93017578125,678.9556274414062
1216.9364013671875,678.954345703125
1216.9263916015625,678.9503173828125
1216.9345703125,678.94580078125
1216.918701171875,678.926025390625
1216.918701171875,678.9309692382812
1216.916259765625,678.9212646484375
1216.904296875,678.873779296875
1216.8980712890625,678.860107421875
1216.9039306640625,678.8611450195312
1216.894775390625,678.8580322265625
1216.8946533203125,678.8544311523438
1216.886474609375,678.8428955078125
1216.885986328125,678.82861328125
1216.875,678.8179931640625
1216.8818359375,678.8265380859375
1216.8642578125,678.8231201171875
1216.8614501953125,678.8519897460938
1216.8651123046875,678.8345947265625
1216.863525390625,678.847900390625
1216.853515625,678.8507080078125
1216.8450927734375,678.8666381835938
1216.834228515625,678.875244140625
1216.846923828125,678.89013671875
1216.82275390625,678.8742065429688
1216.718017578125,678.8642578125
1216.7315673828125,678.8529052734375
1216.7294921875,678.8563842773438
1216.7451171875,678.8545532226562
1216.765380859375,678.8567504882812
1216.779541015625,678.88916015625
1216.7662353515625,678.8226928710938
1216.76123046875,678.8760375976562
1216.775634765625,678.871826171875
1216.8037109375,678.8763427734375
1216.8050537109375,678.8214111328125
1216.801513671875,678.8787841796875
1216.8109130859375,678.8760986328125
1216.8243408203125,678.7940063476562
1216.8209228515625,678.772705078125
1216.82763671875,678.7778930664062
1216.822265625,678.7847290039062
1216.828369140625,678.7716674804688
1216.833984375,678.7681274414062
1216.824462890625,678.7467651367188
1216.82373046875,678.7327880859375
1216.81591796875,678.7357177734375
1216.811279296875,678.71533203125
1216.8292236328125,678.7522583007812
1216.8173828125,678.7482299804688
1216.831787109375,678.73974609375
1216.8055419921875,678.6871948242188
1216.829345703125,678.72412109375
1216.8125,678.7340698242188
1216.6890869140625,678.6859741210938
1216.744873046875,678.7447509765625
1216.735107421875,678.7446899414062
1216.73974609375,678.7452392578125
1216.7227783203125,678.748046875
1216.7650146484375,678.7258911132812
1216.770263671875,678.7559204101562
1216.767333984375,678.7347412109375
1216.75927734375,678.74853515625
1216.771728515625,678.7545166015625
1216.77099609375,678.7554321289062
1216.771484375,678.7386474609375
1216.7735595703125,678.7337036132812
1216.7939453125,678.7493286132812
1216.787841796875,678.7405395507812
1216.7813720703125,678.7557373046875
1216.7734375,678.777099609375
1216.75048828125,678.762451171875
1209.624755859375,678.5326538085938
1209.630615234375,678.5408935546875
1209.63818359375,678.4585571289062
1209.59228515625,678.5711059570312
1209.607421875,678.557861328125
1209.5999755859375,678.5477294921875
1209.5966796875,678.5263671875
1213.194091796875,678.3225708007812
1228.66796875,677.09814453125
1228.669677734375,677.1350708007812
1260.3885498046875,684.203857421875
1298.113037109375,685.5927124023438
1333.12060546875,696.1701049804688
1361.7060546875,703.9764404296875
1361.7049560546875,703.9808959960938
1379.241455078125,703.40283203125
1382.596435546875,706.3327026367188
1382.59619140625,706.3342895507812
1382.25146484375,707.6138916015625
1382.250732421875,707.6575927734375
1382.148681640625,706.5282592773438
1382.14453125,706.53173828125
1382.576416015625,708.854736328125
1382.61376953125,708.5927124023438
1382.644775390625,708.609619140625
1382.637939453125,708.6317749023438
1383.0751953125,707.5847778320312
1383.019287109375,707.5289306640625
1383.11083984375,707.8438110351562
1383.1219482421875,707.9542236328125
1383.0673828125,707.7943725585938
1383.0069580078125,707.6396484375
,
,
,
,
1382.55126953125,706.0475463867188
1382.50439453125,705.85107421875
1382.5028076171875,705.834228515625
1382.5556640625,706.02099609375
1382.439697265625,705.3539428710938
1382.4677734375,705.4761352539062
1382.4884033203125,705.6963500976562
1382.54150390625,705.7465209960938
1382.586181640625,705.8156127929688
